user_id,account,password,birth_year,gender,favorite_genres
67,user_000067,FD5fd5,1954,Male,Drama|Romance|War
68,user_000068,C1Dc1d,2004,Other,Comedy|Documentary|Action
69,user_000069,69C69c,1949,Male,Drama|Romance|Thriller
70,user_000070,A0Da0d,1960,Female,Adventure|Sci-Fi|Comedy
71,user_000071,78E78e,1986,Other,Action|Adventure|Sci-Fi
72,user_000072,7A17a1,1954,Other,Comedy|Drama|Romance
73,user_000073,554554,1980,Male,Action|Adventure|Comedy
74,user_000074,3AA3aa,2010,Male,Thriller|Drama|Film-Noir
75,user_000075,802802,2002,Other,Children's|Comedy|Adventure
76,user_000076,B77b77,1992,Female,Drama|Thriller|Comedy
77,user_000077,180180,1977,Female,
78,user_000078,037037,1969,Male,Comedy|Musical|Drama
79,user_000079,A07a07,1963,Female,Mystery|Drama|Thriller
80,user_000080,7FF7ff,1979,Female,Drama|Adventure|Western
81,user_000081,97B97b,2009,Female,Drama|War|Film-Noir
82,user_000082,25E25e,1963,Female,Drama|Adventure|Comedy
83,user_000083,BB4bb4,2008,Female,
84,user_000084,D68d68,1981,Male,Action|Adventure|Comedy
85,user_000085,24C24c,1970,Other,Drama|Thriller|Comedy
86,user_000086,CA8ca8,1948,Other,Adventure|Thriller|Action
87,user_000087,9F99f9,1963,Other,
88,user_000088,753753,1995,Male,Drama|War|Adventure
89,user_000089,1AB1ab,1955,Other,Drama|War|Action
90,user_000090,20D20d,1971,Other,
91,user_000091,FF4ff4,1955,Other,
92,user_000092,9BB9bb,1998,Other,Comedy|Romance|Animation
93,user_000093,805805,2008,Other,Action|Sci-Fi|Animation
94,user_000094,BA9ba9,1968,Male,Horror|Sci-Fi|Comedy
95,user_000095,8CD8cd,2010,Other,Drama|Comedy|Romance
96,user_000096,76A76a,1992,Female,Drama|Action|Comedy
97,user_000097,30E30e,1969,Female,Thriller|Film-Noir|Crime
98,user_000098,316316,1990,Other,Drama|War|Romance
99,user_000099,7E77e7,1996,Female,
100,user_000100,3EA3ea,1963,Female,Drama|Adventure|War
101,user_000101,9FB9fb,1969,Other,Action|Thriller|Sci-Fi
102,user_000102,546546,1963,Other,Film-Noir|Drama|Mystery
103,user_000103,852852,2003,Other,Action|Adventure|Sci-Fi
104,user_000104,C3Dc3d,1947,Male,Drama|Action|Comedy
105,user_000105,D10d10,1989,Other,Action|Adventure|Sci-Fi
106,user_000106,FB7fb7,2006,Male,Romance|Comedy|Musical
107,user_000107,4CA4ca,1976,Other,Drama|War|Action
108,user_000108,0A30a3,1961,Other,Comedy|Drama|War
109,user_000109,87E87e,1980,Male,Comedy|Action|Adventure
110,user_000110,D15d15,1994,Other,
111,user_000111,A46a46,1972,Female,Drama|Comedy|Romance
112,user_000112,4CD4cd,2006,Other,Film-Noir|Thriller|Crime
113,user_000113,537537,1948,Other,Drama|Thriller|Sci-Fi
114,user_000114,8F28f2,1975,Other,
115,user_000115,680680,1981,Male,Action|Sci-Fi|Thriller
116,user_000116,491491,1983,Male,Fantasy|Comedy|Horror
117,user_000117,7AA7aa,1975,Male,
118,user_000118,F19f19,1968,Female,
119,user_000119,B34b34,1981,Male,Comedy|Children's|Action
120,user_000120,06C06c,2010,Male,
121,user_000121,815815,1956,Male,Sci-Fi|Action|Drama
122,user_000122,04D04d,2010,Male,Drama|Action|Adventure
123,user_000123,E1Ce1c,1951,Female,
124,user_000124,173173,1980,Other,
125,user_000125,B34b34,1976,Male,Drama|Action|War
126,user_000126,CF0cf0,1952,Other,Romance|Drama|Comedy
127,user_000127,C49c49,1950,Other,Action|Adventure|Sci-Fi
128,user_000128,5C35c3,1975,Female,Thriller|Drama|War
129,user_000129,18A18a,1979,Male,Thriller|Film-Noir|Comedy
130,user_000130,47A47a,1999,Female,Action|Adventure|Mystery
131,user_000131,892892,1985,Female,Drama|Adventure|Animation
132,user_000132,ADEade,1997,Male,Comedy|Romance|Animation
133,user_000133,9C79c7,2008,Female,Drama|Romance|War
134,user_000134,894894,2006,Other,
135,user_000135,5AF5af,1992,Other,Comedy|Adventure|Animation
136,user_000136,27F27f,1999,Other,
137,user_000137,461461,1954,Male,Comedy|Romance|Action
138,user_000138,7FE7fe,1969,Female,Drama|Thriller|Crime
139,user_000139,5F35f3,1945,Other,Comedy|Animation|Documentary
140,user_000140,728728,1957,Male,
141,user_000141,DB9db9,1948,Other,Drama|War|Film-Noir
142,user_000142,31C31c,2007,Male,Comedy|Action|Adventure
143,user_000143,C62c62,1968,Male,
144,user_000144,3F83f8,2002,Male,Drama|Mystery|Sci-Fi
145,user_000145,345345,1999,Other,
146,user_000146,F86f86,1962,Male,Film-Noir|Crime|Thriller
147,user_000147,67F67f,1964,Female,Comedy|Romance|Action
148,user_000148,6C36c3,1996,Other,Sci-Fi|Drama|Adventure
149,user_000149,C51c51,1954,Male,
150,user_000150,586586,1986,Female,
151,user_000151,5F35f3,1997,Other,Comedy|Sci-Fi|Thriller
152,user_000152,A5Fa5f,1995,Other,
153,user_000153,C63c63,2007,Male,
154,user_000154,0E00e0,1971,Female,Comedy|Drama|Crime
155,user_000155,37F37f,2009,Other,Drama|Comedy|Mystery
156,user_000156,09D09d,2007,Female,Comedy|Action|Adventure
157,user_000157,3A03a0,2007,Male,
158,user_000158,894894,1973,Male,
159,user_000159,FCFfcf,1995,Male,Comedy|Thriller|Drama
160,user_000160,079079,1960,Other,Drama|Romance|Animation
161,user_000161,039039,1971,Other,
162,user_000162,4EE4ee,1951,Other,Action|Adventure|Animation
163,user_000163,609609,2003,Other,
164,user_000164,143143,1957,Other,Drama|War|Romance
165,user_000165,F91f91,1947,Male,Horror|Comedy|Action
166,user_000166,9FF9ff,1967,Other,Comedy|Sci-Fi|Thriller
167,user_000167,5F45f4,1974,Male,Comedy|Action|Drama
168,user_000168,671671,1959,Other,Comedy|Drama|War
169,user_000169,E81e81,1977,Other,Comedy|Drama|War
170,user_000170,B72b72,1989,Other,Drama|War|Sci-Fi
171,user_000171,3C83c8,1994,Female,
172,user_000172,71A71a,1990,Male,
173,user_000173,1B11b1,1986,Female,Drama|War|Crime
174,user_000174,A03a03,1945,Female,Action|Adventure|Drama
175,user_000175,788788,2001,Male,
176,user_000176,2E42e4,1948,Male,Comedy|Sci-Fi|Action
177,user_000177,BC8bc8,1972,Female,Drama|Adventure|Thriller
178,user_000178,147147,1959,Other,Comedy|Drama|Adventure
179,user_000179,011011,1970,Male,Drama|Sci-Fi|Adventure
180,user_000180,981981,1963,Male,Drama|Mystery|Crime
181,user_000181,BE8be8,1958,Male,Adventure|Comedy|Drama
182,user_000182,1F41f4,2002,Female,
183,user_000183,7BE7be,1958,Male,Crime|Film-Noir|Thriller
184,user_000184,1A21a2,1980,Male,
185,user_000185,403403,1959,Male,
186,user_000186,DBFdbf,1988,Other,Action|Sci-Fi|Comedy
187,user_000187,DFBdfb,1989,Female,Drama|Documentary|Crime
188,user_000188,865865,1973,Female,Drama|Sci-Fi|Thriller
189,user_000189,385385,2006,Other,
190,user_000190,2F12f1,1954,Male,Horror|Action|Crime
191,user_000191,D7Cd7c,2010,Other,
192,user_000192,099099,1992,Female,
193,user_000193,145145,2004,Male,Comedy|Romance|Documentary
194,user_000194,781781,1953,Other,
195,user_000195,5CF5cf,1995,Male,Crime|Film-Noir|Thriller
196,user_000196,234234,2009,Other,Thriller|Drama|Film-Noir
197,user_000197,13E13e,1946,Male,
198,user_000198,08A08a,1951,Other,Adventure|Action|Comedy
199,user_000199,C4Fc4f,1989,Other,Comedy|Adventure|Action
200,user_000200,B39b39,1950,Male,Drama|Comedy|Romance
201,user_000201,C34c34,1953,Other,Comedy|Drama|Romance
202,user_000202,AEDaed,1994,Other,Drama|Action|Adventure
203,user_000203,3F23f2,1956,Male,Drama|Romance|Crime
204,user_000204,CACcac,1995,Male,Comedy|Drama|Thriller
205,user_000205,793793,2000,Female,Comedy|Film-Noir|Mystery
206,user_000206,BDAbda,1946,Male,Sci-Fi|Action|Adventure
207,user_000207,856856,2009,Other,Comedy|Action|Drama
208,user_000208,82E82e,1980,Other,Drama|War|Horror
209,user_000209,84A84a,1947,Male,Comedy|Drama|Sci-Fi
210,user_000210,796796,1994,Male,Action|Thriller|Adventure
211,user_000211,D85d85,1990,Other,
212,user_000212,781781,1995,Other,Action|Thriller|Adventure
213,user_000213,7DD7dd,1964,Female,
214,user_000214,E85e85,1990,Female,
215,user_000215,F53f53,1950,Other,Action|Adventure|Sci-Fi
216,user_000216,584584,1971,Other,
217,user_000217,33B33b,1981,Male,
218,user_000218,FE7fe7,1983,Male,
219,user_000219,1C81c8,1988,Other,
220,user_000220,A97a97,1974,Other,
221,user_000221,79C79c,1976,Female,
222,user_000222,2F82f8,1958,Male,
223,user_000223,2A72a7,1987,Female,Adventure|Animation|Fantasy
224,user_000224,2EF2ef,1953,Male,Action|Comedy|Sci-Fi
225,user_000225,228228,1975,Male,Drama|Comedy|War
226,user_000226,CE4ce4,2006,Male,Comedy|Drama|Romance
227,user_000227,CC3cc3,1996,Other,Comedy|Drama|Horror
228,user_000228,160160,1973,Other,
229,user_000229,BD2bd2,1962,Male,Drama|Horror|Comedy
230,user_000230,034034,1965,Female,Action|Thriller|Comedy
231,user_000231,BDEbde,1947,Male,Adventure|Animation|Film-Noir
232,user_000232,F19f19,1980,Male,
233,user_000233,F7Df7d,1967,Other,
234,user_000234,B0Db0d,1988,Female,Drama|Film-Noir|Mystery
235,user_000235,42A42a,1989,Other,Film-Noir|Thriller|Sci-Fi
236,user_000236,300300,1992,Female,Adventure|Drama|Action
237,user_000237,DE0de0,2008,Male,Comedy|Romance|Adventure
238,user_000238,50F50f,1992,Male,Drama|War|Adventure
239,user_000239,359359,1960,Male,Animation|Drama|Comedy
240,user_000240,9C99c9,1952,Male,Drama|Action|Crime
241,user_000241,9C59c5,1958,Female,Mystery|Thriller|Film-Noir
242,user_000242,CADcad,1987,Male,Comedy|Action|Drama
243,user_000243,0D10d1,1985,Female,
244,user_000244,754754,1997,Female,Comedy|Action|Romance
245,user_000245,811811,1961,Female,Drama|Sci-Fi|Western
246,user_000246,30A30a,1952,Other,Comedy|Animation|Children's
247,user_000247,D93d93,2003,Female,
248,user_000248,A6Ba6b,1998,Other,Action|Adventure|Drama
249,user_000249,36C36c,1979,Other,Action|Comedy|Adventure
250,user_000250,268268,1994,Female,Thriller|Action|Drama
251,user_000251,541541,2001,Other,Action|Thriller|Romance
252,user_000252,F61f61,1947,Other,
253,user_000253,4C34c3,1993,Female,Drama|Comedy|Romance
254,user_000254,7DE7de,1992,Other,
255,user_000255,934934,1952,Female,Comedy|Romance|Children's
256,user_000256,834834,2007,Female,Action|Drama|Film-Noir
257,user_000257,713713,1985,Female,
258,user_000258,C75c75,1954,Male,Action|Adventure|Drama
259,user_000259,F1Ef1e,1950,Other,
260,user_000260,EB1eb1,1971,Male,Action|Adventure|Drama
261,user_000261,1A61a6,2000,Male,
262,user_000262,80F80f,1985,Other,Sci-Fi|Action|Adventure
263,user_000263,56A56a,1999,Female,Adventure|Comedy|Action
264,user_000264,475475,1982,Other,
265,user_000265,047047,1995,Female,Drama|Thriller|Animation
266,user_000266,E3Fe3f,1953,Other,Comedy|Animation|Adventure
267,user_000267,7B77b7,1970,Male,Drama|Animation|Comedy
268,user_000268,9CE9ce,1985,Male,Comedy|Romance|Thriller
269,user_000269,37A37a,1950,Male,Comedy|Drama|Mystery
270,user_000270,230230,1967,Female,Adventure|Crime|Film-Noir
271,user_000271,3C23c2,2006,Other,Adventure|Animation|Action
272,user_000272,C24c24,2006,Female,
273,user_000273,2F52f5,1969,Other,Action|Adventure|Comedy
274,user_000274,BA0ba0,1963,Female,Adventure|Film-Noir|Thriller
275,user_000275,964964,1960,Other,Adventure|Comedy|Animation
276,user_000276,9C59c5,1992,Male,
277,user_000277,FBAfba,1956,Male,
278,user_000278,51A51a,1982,Female,
279,user_000279,27B27b,1997,Female,War|Action|Comedy
280,user_000280,FFDffd,1984,Female,Comedy|War|Mystery
281,user_000281,44E44e,1947,Female,
282,user_000282,931931,1950,Other,Thriller|Drama|Film-Noir
283,user_000283,8B28b2,1947,Male,Action|Adventure|Horror
284,user_000284,3EF3ef,1949,Female,Comedy|Adventure|Romance
285,user_000285,DD4dd4,1981,Female,Drama|Documentary|Comedy
286,user_000286,668668,2007,Male,Drama|Thriller|Comedy
287,user_000287,8BC8bc,1948,Female,
288,user_000288,D4Ed4e,1981,Female,Action|Adventure|Sci-Fi
289,user_000289,E76e76,1979,Other,
290,user_000290,984984,1988,Female,Drama|Comedy|Romance
291,user_000291,FC5fc5,2005,Other,Drama|Romance|War
292,user_000292,9A29a2,1963,Female,
293,user_000293,917917,2006,Female,
294,user_000294,D50d50,1967,Male,Comedy|Drama|Documentary
295,user_000295,28C28c,1981,Other,Action|Sci-Fi|Thriller
296,user_000296,5B05b0,1954,Female,Horror|Sci-Fi|Comedy
297,user_000297,8ED8ed,1992,Other,Comedy|Romance|Drama
298,user_000298,DEBdeb,1971,Other,Drama|Comedy|Horror
299,user_000299,A05a05,1991,Other,Drama|Comedy|War
300,user_000300,6D06d0,1990,Female,Comedy|Drama|Adventure
301,user_000301,FFCffc,1996,Other,Action|Comedy|Adventure
302,user_000302,567567,1997,Female,Adventure|Animation|Film-Noir
303,user_000303,C78c78,1949,Male,Drama|Comedy|Documentary
304,user_000304,8E48e4,1962,Male,Film-Noir|Mystery|Crime
305,user_000305,80D80d,1968,Other,Musical|Animation|Children's
306,user_000306,9BF9bf,2000,Other,Action|Thriller|Adventure
307,user_000307,987987,2010,Female,Drama|Horror|Sci-Fi
308,user_000308,8D28d2,1968,Male,Comedy|Adventure|Action
309,user_000309,47F47f,1953,Female,
310,user_000310,751751,1953,Male,Comedy|Children's|Drama
311,user_000311,E84e84,1978,Female,Action|Adventure|Drama
312,user_000312,210210,1963,Other,Drama|Thriller|War
313,user_000313,0E80e8,1965,Other,Thriller|Action|Crime
314,user_000314,FFEffe,1970,Female,
315,user_000315,2AE2ae,1997,Other,Mystery|Thriller|Drama
316,user_000316,3ED3ed,1948,Male,Sci-Fi|Action|Adventure
317,user_000317,DD7dd7,2004,Male,Drama|Mystery|Thriller
318,user_000318,240240,1951,Female,Drama|Animation|Children's
319,user_000319,A21a21,1967,Male,Drama|Adventure|Comedy
320,user_000320,C89c89,2002,Other,Drama|War|Thriller
321,user_000321,10C10c,1980,Female,
322,user_000322,515515,1998,Male,
323,user_000323,4E94e9,1959,Male,Adventure|Film-Noir|Animation
324,user_000324,CC1cc1,1966,Other,Action|Sci-Fi|Thriller
325,user_000325,846846,1961,Other,
326,user_000326,0F90f9,1958,Female,Comedy|Drama|Action
327,user_000327,A7Da7d,1952,Other,Drama|Crime|Film-Noir
328,user_000328,38F38f,2009,Female,Action|Drama|Sci-Fi
329,user_000329,621621,2005,Female,Comedy|Romance|Animation
330,user_000330,5E95e9,1954,Male,Drama|Action|Adventure
331,user_000331,46D46d,1986,Male,
332,user_000332,EB6eb6,1976,Other,Drama|Comedy|Adventure
333,user_000333,F60f60,1989,Female,
334,user_000334,89B89b,1976,Other,Drama|Romance|War
335,user_000335,F2Bf2b,1963,Male,Adventure|Comedy|Drama
336,user_000336,DB5db5,1945,Other,Sci-Fi|Action|Thriller
337,user_000337,219219,1970,Female,Comedy|Romance|Horror
338,user_000338,A12a12,1959,Female,
339,user_000339,A39a39,1963,Other,
340,user_000340,04C04c,1996,Other,
341,user_000341,636636,1983,Other,Drama|Action|Thriller
342,user_000342,119119,1960,Male,Comedy|Sci-Fi|Action
343,user_000343,27C27c,1969,Female,Adventure|Horror|Sci-Fi
344,user_000344,A3Fa3f,1993,Female,
345,user_000345,8BB8bb,1981,Male,
346,user_000346,B85b85,1969,Other,Comedy|Animation|Children's
347,user_000347,0F30f3,1989,Other,Drama|Animation|Children's
348,user_000348,7E77e7,1985,Male,
349,user_000349,9F29f2,1997,Other,Action|Adventure|Sci-Fi
350,user_000350,1C51c5,1991,Male,Comedy|Action|Sci-Fi
351,user_000351,894894,1989,Female,Drama|Comedy|Animation
352,user_000352,7AD7ad,1981,Male,Comedy|War|Adventure
353,user_000353,92C92c,1957,Male,Drama|Thriller|Crime
354,user_000354,BA2ba2,1972,Male,
355,user_000355,337337,1965,Male,Drama|Adventure|Comedy
356,user_000356,CF1cf1,1950,Female,Sci-Fi|Horror|Drama
357,user_000357,6F16f1,1968,Female,Drama|Comedy|Romance
358,user_000358,E1Ce1c,1975,Male,Romance|Drama|War
359,user_000359,5E15e1,1956,Other,Action|Sci-Fi|Thriller
360,user_000360,9A79a7,1974,Female,
361,user_000361,87A87a,1961,Other,Comedy|Drama|Thriller
362,user_000362,C43c43,1991,Male,Action|Drama|Sci-Fi
363,user_000363,D54d54,1966,Male,Crime|Thriller|Drama
364,user_000364,15B15b,1945,Male,Drama|Comedy|Romance
365,user_000365,011011,1981,Other,Romance|Comedy|Animation
366,user_000366,C57c57,1953,Female,Drama|Comedy|War
367,user_000367,74C74c,1949,Other,Romance|Drama|War
368,user_000368,BFCbfc,2006,Other,
369,user_000369,652652,1991,Female,Comedy|Children's|Animation
370,user_000370,D28d28,1960,Other,Comedy|Action|Animation
371,user_000371,62F62f,1984,Other,Drama|Comedy|Crime
372,user_000372,4C54c5,1960,Other,Adventure|Children's|Comedy
373,user_000373,4C54c5,1949,Male,Thriller|Action|Adventure
374,user_000374,09D09d,1987,Male,Action|Adventure|Sci-Fi
375,user_000375,C58c58,1974,Female,
376,user_000376,C89c89,1996,Female,
377,user_000377,4D24d2,1975,Other,
378,user_000378,BCBbcb,1947,Female,Comedy|Drama|Animation
379,user_000379,ACFacf,1948,Male,Romance|Drama|War
380,user_000380,D22d22,1961,Female,Comedy|Action|Sci-Fi
381,user_000381,6D36d3,2006,Female,Sci-Fi|Action|Adventure
382,user_000382,103103,1952,Female,
383,user_000383,874874,1996,Male,
384,user_000384,B93b93,1994,Male,Action|Western|Comedy
385,user_000385,2E62e6,1953,Female,Action|Comedy|Adventure
386,user_000386,DE8de8,1983,Other,Comedy|Adventure|Drama
387,user_000387,9D49d4,2001,Male,
388,user_000388,CF1cf1,1992,Female,Drama|Comedy|Thriller
389,user_000389,9CD9cd,1990,Other,Comedy|Drama|Animation
390,user_000390,466466,1956,Other,Comedy|Film-Noir|Thriller
391,user_000391,6EA6ea,2008,Male,Drama|War|Film-Noir
392,user_000392,569569,2003,Female,Drama|Crime|Film-Noir
393,user_000393,A2Ca2c,1992,Female,
394,user_000394,C6Ec6e,1975,Male,Action|Sci-Fi|Thriller
395,user_000395,26A26a,1992,Female,
396,user_000396,668668,1951,Female,Drama|Comedy|Romance
397,user_000397,CCBccb,1960,Male,Action|Adventure|Drama
398,user_000398,B05b05,1996,Female,
399,user_000399,E96e96,1949,Male,Comedy|Children's|Animation
400,user_000400,B42b42,1984,Other,
401,user_000401,BB4bb4,2008,Male,Comedy|Sci-Fi|Drama
402,user_000402,112112,2007,Male,Comedy|Romance|Drama
403,user_000403,76D76d,1976,Other,Drama|War|Action
404,user_000404,8D48d4,1956,Female,Drama|Comedy|War
405,user_000405,F03f03,1950,Male,Comedy|Romance|Drama
406,user_000406,88B88b,1998,Female,Drama|Thriller|Comedy
407,user_000407,602602,1958,Female,Comedy|Crime|Drama
408,user_000408,E0Ce0c,2001,Female,Adventure|Film-Noir|Drama
409,user_000409,DCEdce,2006,Male,Comedy|Horror|Adventure
410,user_000410,828828,1963,Other,Comedy|Musical|Romance
411,user_000411,4A54a5,1972,Male,Comedy|Drama|Romance
412,user_000412,8C68c6,1981,Other,Film-Noir|Drama|Adventure
413,user_000413,2EE2ee,2004,Male,
414,user_000414,7C77c7,1999,Female,War|Drama|Romance
415,user_000415,BE0be0,1988,Male,Comedy|War|Drama
416,user_000416,BDDbdd,1977,Male,Thriller|Film-Noir|Mystery
417,user_000417,2DA2da,1955,Male,Animation|Sci-Fi|Children's
418,user_000418,B84b84,1986,Female,
419,user_000419,54A54a,1961,Male,War|Drama|Romance
420,user_000420,D52d52,1948,Other,Comedy|Horror|Romance
421,user_000421,320320,1977,Female,Thriller|Action|Mystery
422,user_000422,04E04e,1994,Female,
423,user_000423,17E17e,1986,Male,Action|Drama|Thriller
424,user_000424,291291,2004,Other,Film-Noir|Thriller|Drama
425,user_000425,D6Ed6e,1998,Male,
426,user_000426,7F27f2,1965,Female,Action|Adventure|Animation
427,user_000427,BC8bc8,1965,Other,Action|Sci-Fi|Adventure
428,user_000428,76E76e,1977,Male,Drama|Comedy|Thriller
429,user_000429,187187,1960,Male,Film-Noir|Thriller|Comedy
430,user_000430,6E76e7,1979,Other,
431,user_000431,8AA8aa,1982,Male,Action|Comedy|Adventure
432,user_000432,3AF3af,2007,Male,Romance|Comedy|Action
433,user_000433,97C97c,1970,Other,Comedy|Drama|Musical
434,user_000434,964964,1991,Male,Comedy|Animation|Drama
435,user_000435,AEDaed,1969,Other,Action|Thriller|Sci-Fi
436,user_000436,50A50a,1993,Female,Comedy|Drama|Action
437,user_000437,0A10a1,1981,Male,Drama|War|Animation
438,user_000438,B51b51,1971,Other,Comedy|Animation|War
439,user_000439,298298,1996,Female,Drama|Comedy|Romance
440,user_000440,400400,1960,Male,Action|Thriller|Comedy
441,user_000441,A84a84,1967,Female,Sci-Fi|Adventure|Fantasy
442,user_000442,805805,1991,Female,Comedy|War|Horror
443,user_000443,8F08f0,1961,Male,Drama|Action|Crime
444,user_000444,9EB9eb,1984,Female,
445,user_000445,F97f97,1999,Male,
446,user_000446,8B28b2,2006,Other,Drama|Animation|Comedy
447,user_000447,956956,1997,Other,Animation|Children's|Drama
448,user_000448,25F25f,1980,Male,
449,user_000449,256256,1969,Male,
450,user_000450,EB7eb7,1957,Female,Sci-Fi|Comedy|Drama
451,user_000451,09D09d,1950,Other,
452,user_000452,568568,1988,Female,Action|Drama|War
453,user_000453,1D11d1,1975,Female,Comedy|Film-Noir|Mystery
454,user_000454,6F06f0,1983,Other,Drama|Comedy|Mystery
455,user_000455,C39c39,1948,Female,Comedy|Adventure|Drama
456,user_000456,33D33d,2002,Female,Comedy|Action|Animation
457,user_000457,45A45a,1968,Female,Comedy|Drama|Horror
458,user_000458,6F06f0,1954,Other,Thriller|Drama|Crime
459,user_000459,644644,1964,Female,Drama|Romance|Comedy
460,user_000460,0B30b3,1983,Other,Comedy|Sci-Fi|Adventure
461,user_000461,DCAdca,1985,Male,Action|Romance|War
462,user_000462,954954,1954,Female,Action|Adventure|Drama
463,user_000463,B8Fb8f,1971,Female,Comedy|Animation|Children's
464,user_000464,97D97d,1979,Male,Comedy|Drama|Animation
465,user_000465,723723,1969,Male,
466,user_000466,5E55e5,1951,Male,
467,user_000467,3F83f8,1977,Female,Drama|Romance|Thriller
468,user_000468,13D13d,1971,Female,
469,user_000469,E43e43,1978,Female,Comedy|Drama|Thriller
470,user_000470,572572,1950,Other,Musical|Children's|Animation
471,user_000471,8FC8fc,1953,Other,
472,user_000472,F1Ef1e,1964,Male,Action|Sci-Fi|Thriller
473,user_000473,E78e78,1988,Female,
474,user_000474,4EF4ef,1953,Male,Children's|Comedy|Drama
475,user_000475,BEAbea,1953,Male,Adventure|Drama|Action
476,user_000476,554554,2008,Other,Comedy|Sci-Fi|Drama
477,user_000477,80A80a,1998,Male,Thriller|Drama|Mystery
478,user_000478,60D60d,1986,Male,
479,user_000479,FADfad,1998,Other,Children's|Comedy|Adventure
480,user_000480,890890,1995,Other,Drama|Thriller|Romance
481,user_000481,B0Fb0f,2005,Female,Comedy|Thriller|Sci-Fi
482,user_000482,69D69d,1983,Female,Comedy|Crime|Thriller
483,user_000483,1ED1ed,1985,Female,
484,user_000484,18C18c,1965,Female,Drama|Action|Comedy
485,user_000485,47F47f,1962,Male,Comedy|Sci-Fi|Horror
486,user_000486,725725,1967,Male,Comedy|Romance|Horror
487,user_000487,6D66d6,1992,Female,Drama|Thriller|Romance
488,user_000488,AC4ac4,1959,Other,Action|Sci-Fi|Adventure
489,user_000489,D3Cd3c,1967,Other,Drama|Crime|Animation
490,user_000490,581581,2005,Other,Comedy|Animation|Children's
491,user_000491,C16c16,2008,Female,Drama|Comedy|Adventure
